# PLEASE DO NOT REMOVE OR CHANGE THIS COPYRIGHT BLOCK
#====================================================================
#
#  Quranic Arabic Corpus (morphology, version 0.4)
#  Copyright (C) 2011 Kais Dukes
#  License: GNU General Public License
#
#  The Quranic Arabic Corpus includes syntactic and morphological
#  annotation of the Quran, and builds on the verified Arabic text
#  distributed by the Tanzil project.
#
#  TERMS OF USE:
#
#  - Permission is granted to copy and distribute verbatim copies
#    of this file, but CHANGING IT IS NOT ALLOWED.
#
#  - This annotation can be used in any website or application,
#    provided its source (the Quranic Arabic Corpus) is clearly
#    indicated, and a link is made to http://corpus.quran.com to enable
#    users to keep track of changes.
#
#  - This copyright notice shall be included in all verbatim copies
#    of the text, and shall be reproduced appropriately in all works
#    derived from or containing substantial portion of this file.
#
#  Please check updates at: http://corpus.quran.com/download

# PLEASE DO NOT REMOVE OR CHANGE THIS COPYRIGHT BLOCK
#====================================================================
#
#  Tanzil Quran Text (Uthmani, version 1.0.2)
#  Copyright (C) 2008-2009 Tanzil.info
#  License: Creative Commons BY-ND 3.0 Unported
#
#  This copy of quran text is carefully produced, highly
#  verified and continuously monitored by a group of specialists
#  at Tanzil project.
#
#  TERMS OF USE:
#
#  - Permission is granted to copy and distribute verbatim copies
#    of this text, but CHANGING IT IS NOT ALLOWED.
#
#  - This quran text can be used in any website or application,
#    provided its source (Tanzil.info) is clearly indicated, and
#    a link is made to http://tanzil.info to enable users to keep
#    track of changes.
#
#  - This copyright notice shall be included in all verbatim copies
#    of the text, and shall be reproduced appropriately in all files
#    derived from or containing substantial portion of this text.
#
#  Please check updates at: http://tanzil.info/updates/
#
#====================================================================

LOCATION	FORM	TAG	FEATURES
(41:10:9:1)	fiy	P	STEM|POS:P|LEM:fiY
(41:10:9:2)	haA^	PRON	SUFFIX|PRON:3FS
(41:10:10:1)	>aqowa`ta	N	STEM|POS:N|LEM:>aqowa`t|ROOT:qwt|MP|ACC
(41:10:10:2)	haA	PRON	SUFFIX|PRON:3FS
(41:10:11:1)	fiY^	P	STEM|POS:P|LEM:fiY
(41:10:12:1)	>arobaEapi	N	STEM|POS:N|LEM:>arobaEap|ROOT:rbE|F|GEN
(41:10:13:1)	>ay~aAmK	N	STEM|POS:N|LEM:yawom|ROOT:ywm|MP|INDEF|GEN
(41:10:14:1)	sawaA^'F	N	STEM|POS:N|LEM:sawaA^'|ROOT:swy|M|INDEF|ACC
(41:10:15:1)	l~i	P	PREFIX|l:P+
(41:10:15:2)	l	DET	PREFIX|Al+
(41:10:15:3)	s~aA^}iliyna	N	STEM|POS:N|ACT|PCPL|LEM:saA^}il|ROOT:sAl|MP|GEN
(41:11:1:1)	vum~a	CONJ	STEM|POS:CONJ|LEM:vum~
(41:11:2:1)	{sotawaY`^	V	STEM|POS:V|PERF|(VIII)|LEM:{sotawaY`^|ROOT:swy|3MS
(41:11:3:1)	<ilaY	P	STEM|POS:P|LEM:<ilaY`
(41:11:4:1)	{l	DET	PREFIX|Al+
(41:11:4:2)	s~amaA^'i	N	STEM|POS:N|LEM:samaA^'|ROOT:smw|F|GEN
(41:11:5:1)	wa	CIRC	PREFIX|w:CIRC+
(41:11:5:2)	hiYa	PRON	STEM|POS:PRON|3FS
(41:11:6:1)	duxaAnN	N	STEM|POS:N|LEM:duxaAn|ROOT:dxn|M|INDEF|NOM
(41:11:7:1)	fa	CONJ	PREFIX|f:CONJ+
(41:11:7:2)	qaAla	V	STEM|POS:V|PERF|LEM:qaAla|ROOT:qwl|3MS
(41:11:8:1)	la	P	PREFIX|l:P+
(41:11:8:2)	haA	PRON	STEM|POS:PRON|3FS
(41:11:9:1)	wa	CONJ	PREFIX|w:CONJ+
(41:11:9:2)	li	P	PREFIX|l:P+
(41:11:9:3)	lo	DET	PREFIX|Al+
(41:11:9:4)	>aroDi	N	STEM|POS:N|LEM:>aroD|ROOT:ArD|F|GEN
(41:11:10:1)	{}otiya	V	STEM|POS:V|IMPV|LEM:>ataY|ROOT:Aty|2MD
(41:11:10:2)	A	PRON	SUFFIX|PRON:2MD
(41:11:11:1)	TawoEFA	N	STEM|POS:N|LEM:TawoE|ROOT:TwE|M|INDEF|ACC
(41:11:12:1)	>awo	CONJ	STEM|POS:CONJ|LEM:>aw
(41:11:13:1)	karohFA	N	STEM|POS:N|LEM:karoh|ROOT:krh|M|INDEF|ACC
(41:11:14:1)	qaAla	V	STEM|POS:V|PERF|LEM:qaAla|ROOT:qwl|3FD
(41:11:14:2)	taA^	PRON	SUFFIX|PRON:3FD
(41:11:15:1)	>atayo	V	STEM|POS:V|PERF|LEM:>ataY|ROOT:Aty|1P
(41:11:15:2)	naA	PRON	SUFFIX|PRON:1P
(41:11:16:1)	TaA^}iEiyna	N	STEM|POS:N|ACT|PCPL|LEM:TaA^}iEiyn|ROOT:TwE|MP|ACC
(41:12:1:1)	fa	REM	PREFIX|f:REM+
(41:12:1:2)	qaDaY`	V	STEM|POS:V|PERF|LEM:qaDaY`^|ROOT:qDy|3MS
(41:12:1:3)	hun~a	PRON	SUFFIX|PRON:3FP
(41:12:2:1)	saboEa	N	STEM|POS:N|LEM:saboE|ROOT:sbE|M|ACC
(41:12:3:1)	sama`waAtK	N	STEM|POS:N|LEM:samaA^'|ROOT:smw|FP|INDEF|GEN
(41:12:4:1)	fiY	P	STEM|POS:P|LEM:fiY
(41:12:5:1)	yawomayoni	N	STEM|POS:N|LEM:yawom|ROOT:ywm|MD|GEN
(41:12:6:1)	wa	CONJ	PREFIX|w:CONJ+
(41:12:6:2)	>awoHaY`	V	STEM|POS:V|PERF|(IV)|LEM:>awoHaY`^|ROOT:wHy|3MS
(41:12:7:1)	fiY	P	STEM|POS:P|LEM:fiY
(41:12:8:1)	kul~i	N	STEM|POS:N|LEM:kul~|ROOT:kll|M|GEN
(41:12:9:1)	samaA^'K	N	STEM|POS:N|LEM:samaA^'|ROOT:smw|F|INDEF|GEN
(41:12:10:1)	>amora	N	STEM|POS:N|LEM:>amor|ROOT:Amr|M|ACC
(41:12:10:2)	haA	PRON	SUFFIX|PRON:3FS
(41:12:11:1)	wa	CONJ	PREFIX|w:CONJ+
(41:12:11:2)	zay~a	V	STEM|POS:V|PERF|(II)|LEM:zay~ana|ROOT:zyn|1P
(41:12:11:3)	n~aA	PRON	SUFFIX|PRON:1P
(41:12:12:1)	{l	DET	PREFIX|Al+
(41:12:12:2)	s~amaA^'a	N	STEM|POS:N|LEM:samaA^'|ROOT:smw|F|ACC
(41:12:13:1)	{l	DET	PREFIX|Al+
(41:12:13:2)	d~unoyaA	ADJ	STEM|POS:ADJ|LEM:d~unoyaA|ROOT:dnw|FS|ACC
(41:12:14:1)	bi	P	PREFIX|bi+
(41:12:14:2)	maSa`biyHa	N	STEM|POS:N|LEM:miSobaAH|ROOT:SbH|MP|GEN
(41:12:15:1)	wa	CONJ	PREFIX|w:CONJ+
(41:12:15:2)	HifoZFA	N	STEM|POS:N|LEM:HifoZ|ROOT:HfZ|M|INDEF|ACC
(41:12:16:1)	*a`lika	DEM	STEM|POS:DEM|LEM:*a`lik|MS
(41:12:17:1)	taqodiyru	N	STEM|POS:N|VN|(II)|LEM:taqodiyr|ROOT:qdr|M|NOM
(41:12:18:1)	{lo	DET	PREFIX|Al+
(41:12:18:2)	Eaziyzi	N	STEM|POS:N|LEM:Eaziyz|ROOT:Ezz|MS|GEN
(41:12:19:1)	{lo	DET	PREFIX|Al+
(41:12:19:2)	Ealiymi	ADJ	STEM|POS:ADJ|LEM:Ealiym|ROOT:Elm|MS|GEN
(41:13:1:1)	fa	REM	PREFIX|f:REM+
(41:13:1:2)	<ino	COND	STEM|POS:COND|LEM:<in
(41:13:2:1)	>aEoraDu	V	STEM|POS:V|PERF|(IV)|LEM:>aEoraDa|ROOT:ErD|3MP
(41:13:2:2)	wA@	PRON	SUFFIX|PRON:3MP
(41:13:3:1)	fa	REM	PREFIX|f:REM+
(41:13:3:2)	qulo	V	STEM|POS:V|IMPV|LEM:qaAla|ROOT:qwl|2MS
(41:13:4:1)	>an*aro	V	STEM|POS:V|PERF|(IV)|LEM:>an*ara|ROOT:n*r|1S
(41:13:4:2)	tu	PRON	SUFFIX|PRON:1S
(41:13:4:3)	kumo	PRON	SUFFIX|PRON:2MP
(41:13:5:1)	Sa`EiqapF	N	STEM|POS:N|LEM:SaAEiqap|ROOT:SEq|FS|INDEF|ACC
(41:13:6:1)	m~ivola	N	STEM|POS:N|LEM:mivol|ROOT:mvl|M|ACC
(41:13:7:1)	Sa`Eiqapi	N	STEM|POS:N|LEM:SaAEiqap|ROOT:SEq|FS|GEN
(41:13:8:1)	EaAdK	PN	STEM|POS:PN|LEM:EaAd2|ROOT:Ewd|INDEF|GEN
(41:13:9:1)	wa	CONJ	PREFIX|w:CONJ+
(41:13:9:2)	vamuwda	PN	STEM|POS:PN|LEM:vamuwd|GEN
(41:14:1:1)	<i*o	T	STEM|POS:T|LEM:<i*
(41:14:2:1)	jaA^'ato	V	STEM|POS:V|PERF|LEM:jaA^'a|ROOT:jyA|3FS
(41:14:2:2)	humu	PRON	SUFFIX|PRON:3MP
(41:14:3:1)	{l	DET	PREFIX|Al+
(41:14:3:2)	r~usulu	N	STEM|POS:N|LEM:rasuwl|ROOT:rsl|MP|NOM
(41:14:4:1)	min[	P	STEM|POS:P|LEM:min
(41:14:5:1)	bayoni	N	STEM|POS:N|LEM:bayon|ROOT:byn|GEN
(41:14:6:1)	>ayodiy	N	STEM|POS:N|LEM:yad|ROOT:ydy|FP|NOM
(41:14:6:2)	himo	PRON	SUFFIX|PRON:3MP
(41:14:7:1)	wa	CONJ	PREFIX|w:CONJ+
(41:14:7:2)	mino	P	STEM|POS:P|LEM:min
(41:14:8:1)	xalofi	N	STEM|POS:N|LEM:xalof|ROOT:xlf|M|GEN
(41:14:8:2)	himo	PRON	SUFFIX|PRON:3MP
(41:14:9:1)	>a	SUB	STEM|POS:SUB|LEM:>an
(41:14:9:2)	l~aA	NEG	STEM|POS:NEG|LEM:laA
(41:14:10:1)	taEobudu	V	STEM|POS:V|IMPF|LEM:Eabada|ROOT:Ebd|2MP|MOOD:SUBJ
(41:14:10:2)	w^A@	PRON	SUFFIX|PRON:2MP
(41:14:11:1)	<il~aA	RES	STEM|POS:RES|LEM:<il~aA
(41:14:12:1)	{ll~aha	PN	STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|ACC
(41:14:13:1)	qaAlu	V	STEM|POS:V|PERF|LEM:qaAla|ROOT:qwl|3MP
(41:14:13:2)	wA@	PRON	SUFFIX|PRON:3MP
(41:14:14:1)	lawo	COND	STEM|POS:COND|LEM:law
(41:14:15:1)	$aA^'a	V	STEM|POS:V|PERF|LEM:$aA^'a|ROOT:$yA|3MS
(41:14:16:1)	rab~u	N	STEM|POS:N|LEM:rab~|ROOT:rbb|M|NOM
(41:14:16:2)	naA	PRON	SUFFIX|PRON:1P
(41:14:17:1)	la	EMPH	PREFIX|l:EMPH+
(41:14:17:2)	>anzala	V	STEM|POS:V|PERF|(IV)|LEM:>anzala|ROOT:nzl|3MS
(41:14:18:1)	mala`^}ikapF	N	STEM|POS:N|LEM:malak|ROOT:mlk|MP|INDEF|ACC
(41:14:19:1)	fa	REM	PREFIX|f:REM+
(41:14:19:2)	<in~a	ACC	STEM|POS:ACC|LEM:<in~|SP:<in~
(41:14:19:3)	A	PRON	SUFFIX|PRON:1P
(41:14:20:1)	bi	P	PREFIX|bi+
(41:14:20:2)	maA^	REL	STEM|POS:REL|LEM:maA
(41:14:21:1)	>urosilo	V	STEM|POS:V|PERF|PASS|(IV)|LEM:>arosala|ROOT:rsl|2MP
(41:14:21:2)	tum	PRON	SUFFIX|PRON:2MP
(41:14:22:1)	bi	P	PREFIX|bi+
(41:14:22:2)	hi.	PRON	STEM|POS:PRON|3MS
(41:14:23:1)	ka`firuwna	N	STEM|POS:N|ACT|PCPL|LEM:ka`firuwn|ROOT:kfr|MP|NOM
(41:15:1:1)	fa	REM	PREFIX|f:REM+
(41:15:1:2)	>am~aA	COND	STEM|POS:COND|LEM:>am~aA
(41:15:2:1)	EaAdN	PN	STEM|POS:PN|LEM:EaAd2|ROOT:Ewd|NOM
(41:15:3:1)	fa	REM	PREFIX|f:REM+
(41:15:3:2)	{sotakobaru	V	STEM|POS:V|PERF|(X)|LEM:{sotakobara|ROOT:kbr|3MP
(41:15:3:3)	wA@	PRON	SUFFIX|PRON:3MP
(41:15:4:1)	fiY	P	STEM|POS:P|LEM:fiY
(41:15:5:1)	{lo	DET	PREFIX|Al+
(41:15:5:2)	>aroDi	N	STEM|POS:N|LEM:>aroD|ROOT:ArD|F|GEN
(41:15:6:1)	bi	P	PREFIX|bi+
(41:15:6:2)	gayori	N	STEM|POS:N|LEM:gayor|ROOT:gyr|M|GEN
(41:15:7:1)	{lo	DET	PREFIX|Al+
(41:15:7:2)	Haq~i	N	STEM|POS:N|LEM:Haq~|ROOT:Hqq|M|GEN
(41:15:8:1)	wa	CONJ	PREFIX|w:CONJ+
(41:15:8:2)	qaAlu	V	STEM|POS:V|PERF|LEM:qaAla|ROOT:qwl|3MP
(41:15:8:3)	wA@	PRON	SUFFIX|PRON:3MP
(41:15:9:1)	mano	REL	STEM|POS:REL|LEM:man
(41:15:10:1)	>a$ad~u	N	STEM|POS:N|LEM:>a$ad~|ROOT:$dd|MS|NOM
(41:15:11:1)	min~a	P	STEM|POS:P|LEM:min
(41:15:11:2)	A	PRON	SUFFIX|PRON:1P
(41:15:12:1)	quw~apF	N	STEM|POS:N|LEM:quw~ap|ROOT:qwy|F|INDEF|ACC
(41:15:13:1)	>a	INTG	PREFIX|A:INTG+
(41:15:13:2)	wa	SUP	PREFIX|w:SUP+
(41:15:13:3)	lamo	NEG	STEM|POS:NEG|LEM:lam
(41:15:14:1)	yara	V	STEM|POS:V|IMPF|LEM:ra'aA|ROOT:rAy|3MP|MOOD:JUS
(41:15:14:2)	woA@	PRON	SUFFIX|PRON:3MP
(41:15:15:1)	>an~a	ACC	STEM|POS:ACC|LEM:>an~|SP:<in~
(41:15:16:1)	{ll~aha	PN	STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|ACC
(41:15:17:1)	{l~a*iY	REL	STEM|POS:REL|LEM:{l~a*iY|MS
(41:15:18:1)	xalaqa	V	STEM|POS:V|PERF|LEM:xalaqa|ROOT:xlq|3MS
(41:15:18:2)	humo	PRON	SUFFIX|PRON:3MP
(41:15:19:1)	huwa	PRON	STEM|POS:PRON|3MS
(41:15:20:1)	>a$ad~u	N	STEM|POS:N|LEM:>a$ad~|ROOT:$dd|MS|NOM
(41:15:21:1)	mino	P	STEM|POS:P|LEM:min
(41:15:21:2)	humo	PRON	SUFFIX|PRON:3MP
(41:15:22:1)	quw~apF	N	STEM|POS:N|LEM:quw~ap|ROOT:qwy|F|INDEF|ACC
(41:15:23:1)	wa	CONJ	PREFIX|w:CONJ+
(41:15:23:2)	kaAnu	V	STEM|POS:V|PERF|LEM:kaAna|ROOT:kwn|SP:kaAn|3MP
(41:15:23:3)	wA@	PRON	SUFFIX|PRON:3MP
(41:15:24:1)	bi	P	PREFIX|bi+
(41:15:24:2)	_#aAya`ti	N	STEM|POS:N|LEM:'aAyap|ROOT:Ayy|FP|GEN
(41:15:24:3)	naA	PRON	SUFFIX|PRON:1P
(41:15:25:1)	yajoHadu	V	STEM|POS:V|IMPF|LEM:jaHadu|ROOT:jHd|3MP
(41:15:25:2)	wna	PRON	SUFFIX|PRON:3MP
(41:16:1:1)	fa	REM	PREFIX|f:REM+
(41:16:1:2)	>arosalo	V	STEM|POS:V|PERF|(IV)|LEM:>arosala|ROOT:rsl|1P
(41:16:1:3)	naA	PRON	SUFFIX|PRON:1P
(41:16:2:1)	Ealayo	P	STEM|POS:P|LEM:EalaY`
(41:16:2:2)	himo	PRON	SUFFIX|PRON:3MP
(41:16:3:1)	riyHFA	N	STEM|POS:N|LEM:riyH|ROOT:rwH|F|INDEF|ACC
(41:16:4:1)	SaroSarFA	ADJ	STEM|POS:ADJ|LEM:SaroSar|ROOT:SrSr|MS|INDEF|ACC
(41:16:5:1)	fiY^	P	STEM|POS:P|LEM:fiY
(41:16:6:1)	>ay~aAmK	N	STEM|POS:N|LEM:yawom|ROOT:ywm|MP|INDEF|GEN
(41:16:7:1)	n~aHisaAtK	ADJ	STEM|POS:ADJ|LEM:n~aHisaAt|ROOT:nHs|FP|INDEF|GEN
(41:16:8:1)	l~i	PRP	PREFIX|l:PRP+
(41:16:8:2)	nu*iyqa	V	STEM|POS:V|IMPF|(IV)|LEM:>a*aAqa|ROOT:*wq|1P|MOOD:SUBJ
(41:16:8:3)	humo	PRON	SUFFIX|PRON:3MP
(41:16:9:1)	Ea*aAba	N	STEM|POS:N|LEM:Ea*aAb|ROOT:E*b|M|ACC
(41:16:10:1)	{lo	DET	PREFIX|Al+
(41:16:10:2)	xizoYi	N	STEM|POS:N|LEM:xizoY|ROOT:xzy|M|GEN
(41:16:11:1)	fiY	P	STEM|POS:P|LEM:fiY
(41:16:12:1)	{lo	DET	PREFIX|Al+
(41:16:12:2)	Hayaw`pi	N	STEM|POS:N|LEM:Hayaw`p|ROOT:Hyy|F|GEN
(41:16:13:1)	{l	DET	PREFIX|Al+
(41:16:13:2)	d~unoyaA	ADJ	STEM|POS:ADJ|LEM:d~unoyaA|ROOT:dnw|FS|GEN
(41:16:14:1)	wa	CONJ	PREFIX|w:CONJ+
(41:16:14:2)	la	EMPH	PREFIX|l:EMPH+
(41:16:14:3)	Ea*aAbu	N	STEM|POS:N|LEM:Ea*aAb|ROOT:E*b|M|NOM
(41:16:15:1)	{lo	DET	PREFIX|Al+
(41:16:15:2)	'aAxirapi	N	STEM|POS:N|LEM:A^xir|ROOT:Axr|FS|GEN
(41:16:16:1)	>axozaY`	N	STEM|POS:N|LEM:>axozaY`|ROOT:xzy|MS|NOM
(41:16:17:1)	wa	CONJ	PREFIX|w:CONJ+
(41:16:17:2)	humo	PRON	STEM|POS:PRON|3MP
(41:16:18:1)	laA	NEG	STEM|POS:NEG|LEM:laA
(41:16:19:1)	yunSaru	V	STEM|POS:V|IMPF|PASS|LEM:naSara|ROOT:nSr|3MP
(41:16:19:2)	wna	PRON	SUFFIX|PRON:3MP
(41:17:1:1)	wa	CONJ	PREFIX|w:CONJ+
(41:17:1:2)	>am~aA	COND	STEM|POS:COND|LEM:>am~aA
(41:17:2:1)	vamuwdu	PN	STEM|POS:PN|LEM:vamuwd|NOM
(41:17:3:1)	fa	REM	PREFIX|f:REM+
(41:17:3:2)	hadayo	V	STEM|POS:V|PERF|LEM:hadaY|ROOT:hdy|1P
(41:17:3:3)	na`	PRON	SUFFIX|PRON:1P
(41:17:3:4)	humo	PRON	SUFFIX|PRON:3MP
(41:17:4:1)	fa	REM	PREFIX|f:REM+
(41:17:4:2)	{sotaHab~u	V	STEM|POS:V|PERF|(X)|LEM:{sotaHab~u|ROOT:Hbb|3MP
(41:17:4:3)	wA@	PRON	SUFFIX|PRON:3MP
(41:17:5:1)	{lo	DET	PREFIX|Al+
(41:17:5:2)	EamaY`	N	STEM|POS:N|LEM:EamFY|ROOT:Emy|M|GEN
(41:17:6:1)	EalaY	P	STEM|POS:P|LEM:EalaY`
(41:17:7:1)	{lo	DET	PREFIX|Al+
(41:17:7:2)	hudaY`	N	STEM|POS:N|LEM:hudFY|ROOT:hdy|M|GEN
(41:17:8:1)	fa	REM	PREFIX|f:REM+
(41:17:8:2)	>axa*ato	V	STEM|POS:V|PERF|LEM:>axa*a|ROOT:Ax*|3FS
(41:17:8:3)	humo	PRON	SUFFIX|PRON:3MP
(41:17:9:1)	Sa`Eiqapu	N	STEM|POS:N|LEM:SaAEiqap|ROOT:SEq|FS|NOM
(41:17:10:1)	{lo	DET	PREFIX|Al+
(41:17:10:2)	Ea*aAbi	N	STEM|POS:N|LEM:Ea*aAb|ROOT:E*b|M|GEN
(41:17:11:1)	{lo	DET	PREFIX|Al+
(41:17:11:2)	huwni	ADJ	STEM|POS:ADJ|LEM:huwn|ROOT:hwn|M|GEN
(41:17:12:1)	bi	P	PREFIX|bi+
(41:17:12:2)	maA	REL	STEM|POS:REL|LEM:maA
(41:17:13:1)	kaAnu	V	STEM|POS:V|PERF|LEM:kaAna|ROOT:kwn|SP:kaAn|3MP
(41:17:13:2)	wA@	PRON	SUFFIX|PRON:3MP
(41:17:14:1)	yakosibu	V	STEM|POS:V|IMPF|LEM:kasaba|ROOT:ksb|3MP
(41:17:14:2)	wna	PRON	SUFFIX|PRON:3MP
(41:18:1:1)	wa	CONJ	PREFIX|w:CONJ+
(41:18:1:2)	naj~ayo	V	STEM|POS:V|PERF|(II)|LEM:naj~aY`|ROOT:njw|1P
(41:18:1:3)	naA	PRON	SUFFIX|PRON:1P
(41:18:2:1)	{l~a*iyna	REL	STEM|POS:REL|LEM:{l~a*iY|MP
(41:18:3:1)	'aAmanu	V	STEM|POS:V|PERF|(IV)|LEM:'aAmana|ROOT:Amn|3MP
(41:18:3:2)	wA@	PRON	SUFFIX|PRON:3MP
(41:18:4:1)	wa	CONJ	PREFIX|w:CONJ+
(41:18:4:2)	kaAnu	V	STEM|POS:V|PERF|LEM:kaAna|ROOT:kwn|SP:kaAn|3MP
(41:18:4:3)	wA@	PRON	SUFFIX|PRON:3MP
(41:18:5:1)	yat~aqu	V	STEM|POS:V|IMPF|(VIII)|LEM:{t~aqaY`|ROOT:wqy|3MP
(41:18:5:2)	wna	PRON	SUFFIX|PRON:3MP
(41:19:1:1)	wa	CONJ	PREFIX|w:CONJ+
(41:19:1:2)	yawoma	T	STEM|POS:T|LEM:yawom|ROOT:ywm|M|ACC
(41:19:2:1)	yuHo$aru	V	STEM|POS:V|IMPF|PASS|LEM:Ha$ara|ROOT:H$r|3MS
(41:19:3:1)	>aEodaA^'u	N	STEM|POS:N|LEM:Eaduw~|ROOT:Edw|MP|NOM
(41:19:4:1)	{ll~ahi	PN	STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|GEN
(41:19:5:1)	<ilaY	P	STEM|POS:P|LEM:<ilaY`
(41:19:6:1)	{l	DET	PREFIX|Al+
(41:19:6:2)	n~aAri	N	STEM|POS:N|LEM:naAr|ROOT:nwr|F|GEN
(41:19:7:1)	fa	REM	PREFIX|f:REM+
(41:19:7:2)	humo	PRON	STEM|POS:PRON|3MP
(41:19:8:1)	yuwzaEu	V	STEM|POS:V|IMPF|PASS|LEM:yuwzaEu|ROOT:wzE|3MP
(41:19:8:2)	wna	PRON	SUFFIX|PRON:3MP
(41:20:1:1)	Hat~aY`^	INC	STEM|POS:INC|LEM:Hat~aY`
(41:20:2:1)	<i*aA	T	STEM|POS:T|LEM:<i*aA
(41:20:3:1)	maA	REL	STEM|POS:REL|LEM:maA
(41:20:4:1)	jaA^'u	V	STEM|POS:V|PERF|LEM:jaA^'a|ROOT:jyA|3MP
(41:20:4:2)	w	PRON	SUFFIX|PRON:3MP
(41:20:4:3)	haA	PRON	SUFFIX|PRON:3FS
(41:20:5:1)	$ahida	V	STEM|POS:V|PERF|LEM:$ahida|ROOT:$hd|3MS
(41:20:6:1)	Ealayo	P	STEM|POS:P|LEM:EalaY`
(41:20:6:2)	himo	PRON	SUFFIX|PRON:3MP
(41:20:7:1)	samoEu	N	STEM|POS:N|LEM:samoE|ROOT:smE|M|NOM
(41:20:7:2)	humo	PRON	SUFFIX|PRON:3MP
(41:20:8:1)	wa	CONJ	PREFIX|w:CONJ+
(41:20:8:2)	>aboSa`ru	N	STEM|POS:N|LEM:baSar|ROOT:bSr|MP|NOM
(41:20:8:3)	humo	PRON	SUFFIX|PRON:3MP
(41:20:9:1)	wa	CONJ	PREFIX|w:CONJ+
(41:20:9:2)	juluwdu	N	STEM|POS:N|LEM:juluwd|ROOT:jld|MP|NOM
(41:20:9:3)	hum	PRON	SUFFIX|PRON:3MP
(41:20:10:1)	bi	P	PREFIX|bi+
(41:20:10:2)	maA	REL	STEM|POS:REL|LEM:maA
(41:20:11:1)	kaAnu	V	STEM|POS:V|PERF|LEM:kaAna|ROOT:kwn|SP:kaAn|3MP
(41:20:11:2)	wA@	PRON	SUFFIX|PRON:3MP
(41:20:12:1)	yaEomalu	V	STEM|POS:V|IMPF|LEM:Eamila|ROOT:Eml|3MP
(41:20:12:2)	wna	PRON	SUFFIX|PRON:3MP
(41:21:1:1)	wa	CONJ	PREFIX|w:CONJ+
(41:21:1:2)	qaAlu	V	STEM|POS:V|PERF|LEM:qaAla|ROOT:qwl|3MP
(41:21:1:3)	wA@	PRON	SUFFIX|PRON:3MP
(41:21:2:1)	li	P	PREFIX|l:P+
(41:21:2:2)	juluwdi	N	STEM|POS:N|LEM:juluwd|ROOT:jld|MP|GEN
(41:21:2:3)	himo	PRON	SUFFIX|PRON:3MP
(41:21:3:1)	li	P	PREFIX|l:P+
(41:21:3:2)	ma	INTG	STEM|POS:INTG|LEM:maA
(41:21:4:1)	$ahid	V	STEM|POS:V|PERF|LEM:$ahida|ROOT:$hd|2MP
(41:21:4:2)	t~umo	PRON	SUFFIX|PRON:2MP
(41:21:5:1)	Ealayo	P	STEM|POS:P|LEM:EalaY`
(41:21:5:2)	naA	PRON	SUFFIX|PRON:1P
(41:21:6:1)	qaAlu	V	STEM|POS:V|PERF|LEM:qaAla|ROOT:qwl|3MP
(41:21:6:2)	w^A@	PRON	SUFFIX|PRON:3MP
(41:21:7:1)	>anTaqa	V	STEM|POS:V|PERF|(IV)|LEM:>anTaqa|ROOT:nTq|3MS
(41:21:7:2)	naA	PRON	SUFFIX|PRON:1P
(41:21:8:1)	{ll~ahu	PN	STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|NOM
(41:21:9:1)	{l~a*iY^	REL	STEM|POS:REL|LEM:{l~a*iY|MS
(41:21:10:1)	>anTaqa	V	STEM|POS:V|PERF|(IV)|LEM:>anTaqa|ROOT:nTq|3MS
(41:21:11:1)	kul~a	N	STEM|POS:N|LEM:kul~|ROOT:kll|M|ACC
(41:21:12:1)	$aYo'K	N	STEM|POS:N|LEM:$aYo'|ROOT:$yA|M|INDEF|GEN
(41:21:13:1)	wa	CONJ	PREFIX|w:CONJ+
(41:21:13:2)	huwa	PRON	STEM|POS:PRON|3MS
(41:21:14:1)	xalaqa	V	STEM|POS:V|PERF|LEM:xalaqa|ROOT:xlq|3MS
(41:21:14:2)	kumo	PRON	SUFFIX|PRON:2MP
(41:21:15:1)	>aw~ala	N	STEM|POS:N|LEM:>aw~al|ROOT:Awl|MS|ACC
(41:21:16:1)	mar~apK	N	STEM|POS:N|LEM:mar~ap|ROOT:mrr|M|INDEF|GEN
(41:21:17:1)	wa	CONJ	PREFIX|w:CONJ+
(41:21:17:2)	<ilayo	P	STEM|POS:P|LEM:<ilaY`
(41:21:17:3)	hi	PRON	SUFFIX|PRON:3MS
(41:21:18:1)	turojaEu	V	STEM|POS:V|IMPF|PASS|LEM:rajaEa|ROOT:rjE|2MP
(41:21:18:2)	wna	PRON	SUFFIX|PRON:2MP
(41:22:1:1)	wa	CONJ	PREFIX|w:CONJ+
(41:22:1:2)	maA	NEG	STEM|POS:NEG|LEM:maA
(41:22:2:1)	kun	V	STEM|POS:V|PERF|LEM:kaAna|ROOT:kwn|SP:kaAn|2MP
(41:22:2:2)	tumo	PRON	SUFFIX|PRON:2MP
(41:22:3:1)	tasotatiru	V	STEM|POS:V|IMPF|(VIII)|LEM:tasotatiru|ROOT:str|2MP
(41:22:3:2)	wna	PRON	SUFFIX|PRON:2MP
(41:22:4:1)	>an	SUB	STEM|POS:SUB|LEM:>an
(41:22:5:1)	ya$ohada	V	STEM|POS:V|IMPF|LEM:$ahida|ROOT:$hd|3MS|MOOD:SUBJ
(41:22:6:1)	Ealayo	P	STEM|POS:P|LEM:EalaY`
